lat,lon,slope_degree,rain_accum_24h,rain_intensity_3h,soil_stability_index,is_paved,dist_to_fault_km,historical_landslide,elevation_m,distance_to_nearest_river_m,vegetation_cover_index,soil_moisture_level,drainage_density,risk_label
26.75091,94.203682,40.79412547350967,278.8675670189706,11.523590487262842,0.35763043158847185,1,10.100723739052478,0,89.79454596791706,4254.939714871483,0.920462991072237,0.23776179039676426,1.558615887794034,0
26.716934,94.080388,22.753891874723,76.53389887840041,30.36402628095527,0.2447315722876656,1,9.603449151279156,1,1195.3974785961568,3499.716237078253,0.41260899891045333,0.3212221769357525,4.8053244263814605,0
26.658241,93.819104,13.558883355289968,140.0806321281543,28.24678276685984,0.6822150830730246,1,15.005269848736443,1,263.732006241371,4510.013615616726,0.9702210122743284,0.6363517241156491,2.9655377298602428,0
26.640841,93.701813,9.992145476795207,165.62446031537505,38.211457873481336,0.5177770409429185,1,2.984204460542752,1,3225.1500755383836,729.1480093350194,0.5933007885705196,0.6124805131141566,3.5216987930362063,0
26.606317,93.465835,1.0047508235391494,38.66379207424353,8.287765307756434,0.55990704020018,1,19.225046362431044,0,1548.516230716622,4696.799731572338,0.1996503491695866,0.3849980763912729,3.7166308479704115,0
26.567968,93.129546,43.75312726559036,192.09139283624634,37.68449248909726,0.20009398361269154,1,9.307774668333337,0,2532.4202484993502,10.865626662669532,0.5258091900248261,0.8866808069451858,3.252761699872946,1
26.56739,93.036445,18.75088381174068,294.53409808887966,22.865726623770122,0.927080910927283,1,11.87019141210514,0,3069.851914176492,4351.478911349776,0.669212854465811,0.8811447685205321,1.0890349043656236,0
26.567431,92.950623,7.023015652136418,191.15208763111318,21.07142107849148,0.1883672562966291,0,11.408299042768858,0,2622.4933711745493,4317.8357894712835,0.23894629242728,0.1155901656473017,4.639698942370912,0
26.61927,92.850722,25.242873301470123,230.10886574990758,11.932398078269912,0.5631085485516465,0,12.455719834715518,0,3189.677804701991,3617.840449713183,0.5494410232780129,0.4507143944368084,0.8405010244490576,0
26.718316,92.90251,8.742573263173163,17.13898785370347,27.68930133335432,0.7314238008616619,1,9.064701643865245,1,1720.0260740314911,919.6044961223886,0.41809549832126847,0.15686956849897038,4.519614675070348,0
26.741141,93.065838,29.993588880577985,84.08469481561758,39.61075324326448,0.8950677338143017,0,8.192760112624427,1,2951.138896367626,4462.582566530069,0.4423919436408079,0.4429161799391581,2.908042711654888,0
26.748349,93.247722,36.015997997957406,258.80308770863724,17.818401052033263,0.30709466714749506,1,10.539461111396008,0,728.7619618657365,1587.4396714303396,0.9740355622217679,0.671119037655391,2.9751168109852997,0
26.828485,93.314706,27.157038578230498,294.49553938598467,18.11162037444084,0.5397242786821319,1,10.636894665445537,1,1918.9935989644764,3637.348382868995,0.7199475020099378,0.9520408871544846,0.5953419444583904,1
26.868828,93.423405,38.68693367904717,31.062525085247856,25.255776269578956,0.2089779336432691,1,16.286660096105685,1,333.3737878024693,3914.227512162049,0.7484360419821037,0.3778732993668872,1.5833805624762702,0
26.919714,93.624019,2.97967879948222,80.4097567485578,2.349209768231947,0.21467528925696094,1,29.23001882425651,0,130.53470585901107,2393.329695760525,0.18343703435770425,0.6110044449778409,2.226573460098488,0
26.995388,93.616748,44.88704889490211,142.5387580942768,2.8466391442816255,0.8106671389765923,1,4.480241168504237,0,951.2578355402861,1831.4256049148505,0.5951655104433479,0.5806454322871989,4.870239809782107,0
27.078496,93.593477,24.20877849767078,49.732911863764784,15.262382759988954,0.3854455231650705,1,16.155165790059353,0,2565.5105427394333,745.1950456637957,0.11168147618529078,0.25618099883923023,1.1523541843727798,0
27.097923,93.675277,11.075511725749353,292.2223377200559,19.55241986718003,0.8057615383291683,1,11.931407116381912,1,1937.2151359769196,1417.4485915631117,0.8178042974601598,0.313668624350148,4.872919810224242,0
26.115802,91.708609,34.88432703142568,62.61912723130728,19.25986863963977,0.7541293320651276,1,5.076055601448055,0,2371.8878754795023,3019.100214289418,0.5439363094719577,0.9327519705669112,0.9364183300990523,0
26.098495,91.611353,17.808239892332967,53.43003857194354,23.57036401593715,0.5368904846604615,1,11.540312330600258,0,3106.75768677215,1502.2959625771616,0.380689918219029,0.8059638029199766,4.853289954549334,0
26.073268,91.427931,7.788506561725213,137.22222257017148,9.461333187577736,0.19714905226553248,1,5.4160856418372285,0,189.45667997633635,3393.7242366134146,0.6599414874157993,0.8898982677287444,3.99389257182694,0
25.973656,90.971453,23.987401003406024,294.45008241166624,2.5622690102828,0.9592519335219726,1,3.1354487990604767,0,1590.486066468088,1106.2975388323473,0.8573578873380763,0.5071706090600715,3.918445742193514,0
25.831356,90.779351,18.54671783334065,227.47772486038355,16.652945905487243,0.8569607503244343,1,7.695277431540578,1,2849.8067670754303,2318.5634291995257,0.8717434159713149,0.6893286122132176,1.9290908094120527,0
25.501738,90.689875,27.890342930912055,166.51389296805922,37.69833964601319,0.8475087291110384,1,9.904714577150111,0,2382.1348030348263,4458.27855228742,0.2633086616015943,0.8774130933168269,2.9989501118068085,0
25.403826,90.726032,41.67369126004906,204.5377190102785,21.057720006661903,0.8142999097101578,1,22.249203369236678,0,1195.666783040508,3467.0522090919094,0.5753961890047642,0.6614122948537924,4.469063427304015,0
25.35842,90.657223,15.665305056015166,240.21332745913142,21.813918560651395,0.9580790006394251,1,15.534562496309732,0,1504.4379377985945,2611.3450843480327,0.40136473373373494,0.8723823298461487,0.6049150342582446,0
25.254067,90.632923,33.59451053277181,66.16434269628965,38.1109194556847,0.6680612159120132,0,29.480208218176774,0,2122.298211561852,2464.4089113098817,0.4474321080493119,0.2409684437217528,2.7126839668186715,0
27.0125,92.6463,40.77687613111149,44.11673896342179,11.297868274773467,0.2096979206528276,1,11.300969137542412,0,2076.709999865035,729.0138085724323,0.5302822047310758,0.8833201479802701,2.2609616752556514,0
26.942021,92.808027,27.716397038881595,13.315767859441033,9.204059554495073,0.8511687242758741,1,20.79029560484837,0,2474.1870089428558,2902.55469119788,0.8262841531307911,0.6764443331242042,3.618327452437065,0
26.667476,92.767462,37.07601248175181,286.0362348723227,3.262643485694856,0.24991876088478102,1,4.748405391825788,0,3430.4998258145765,4969.117086759249,0.23631165149316274,0.19403698977596123,3.160754298639377,1
26.528431,92.949153,7.319077912381168,235.46105204477573,22.269538834964315,0.4425221599698764,1,20.332506539200978,1,654.7244884087445,927.9648802846576,0.5293645752210243,0.5026623425201489,3.3227333502214793,0
26.418038,92.847084,19.233932090462044,39.48968172938703,3.6920854281759015,0.6638346210855165,0,11.216513645980255,0,3104.230261496542,4307.8825549166395,0.9291743099023588,0.4053606037489964,4.460046975217517,0
26.287974,92.611235,27.22013655702384,48.100352403317025,21.286614014180472,0.9874825155338209,1,24.891209946221693,0,1136.4532492444873,1456.4166604419668,0.9183514641025886,0.6180970737084805,3.2219378251199338,0
26.168683,92.353129,16.3956334733864,46.52711490553313,9.863819780616273,0.8245853447364437,1,25.079262133222855,0,325.6549020005122,32.78166492814335,0.33600503482161664,0.745610168009309,1.5957754783775768,0
26.126982,92.251108,20.308010988277946,114.72759192552745,38.89105458135318,0.3717438899787958,1,14.663907752584551,0,2542.0854670279555,3926.9379063195684,0.4222666793107773,0.2985660956211795,1.378294661341014,0
26.118701,91.895674,33.75460359855604,270.6187346661255,3.611340391789042,0.3739483415784606,0,3.4675581011931285,0,2373.025318767889,1619.5819267379072,0.11309571135522978,0.9384422930473424,1.0396929144150078,1
25.896198,91.883599,42.3466963371092,297.6339131655795,1.716813687622647,0.38249772710301866,1,24.764167780593006,1,2807.211859507519,1106.6047514522752,0.12030230137215045,0.4836277577634228,0.6559447969323462,1
25.691834,91.906483,21.776097848202625,96.52070266315842,15.260144495269612,0.560155306468016,1,2.304552267421847,0,1903.917944717954,1011.6638868419767,0.30537754254162597,0.5566018712130243,1.8146847610773325,0
25.571839,91.871107,24.809629156698293,39.28339409311937,1.191361972123746,0.11397742004423654,1,14.544430742711342,0,1192.9987032849106,685.6131427976015,0.333150360192831,0.5621383487695083,0.672542596620846,0
25.532138,91.687857,1.651477280818232,72.46114257152897,34.86612944939389,0.6319529219668357,1,23.04199714006046,0,3124.874171683198,4566.5239181327825,0.446469182535695,0.17386712390139814,1.9690423031297066,0
23.727062,92.717582,27.548227686447827,76.43227426739573,33.26983699748009,0.47707995750319876,1,13.180317819861266,1,973.0957192939893,740.3883348296569,0.18914399296454346,0.7873954422153486,1.9981078391046212,0
24.242105,92.678774,26.065041285607357,45.29740279756935,11.51927059424759,0.4208702337853121,0,27.68477927867687,0,1063.924405623845,4391.174868601369,0.7365198602015162,0.3943226675897714,4.252487078842179,0
24.539808,92.832589,39.18051732048976,290.5923456277385,17.927090890666108,0.36557641206702074,1,21.005208397325305,1,3437.598825402372,1581.8676446269637,0.34897490029825295,0.16989133299293677,3.12041807490431,1
24.874764,92.589897,33.20249369883225,40.07426319938182,26.145087787695775,0.38021969921599164,1,20.869924734379364,0,150.42397761456155,1867.3976314391916,0.47868908118320674,0.7210697252106877,2.5090690376871216,0
